name;datetime;temp;feelslike;dew;humidity;precip;precipprob;preciptype;snow;snowdepth;windgust;windspeed;winddir;sealevelpressure;cloudcover;visibility;solarradiation;solarenergy;uvindex;severerisk;conditions
surabaya;04/12/2023 06:00;26;26;25;94.23;0;0;;0;0;6.8;3.6;251.5;1010;27.4;5;34;0.1;0;30;Partially cloudy
surabaya;04/12/2023 07:00;26.8;30.2;25;89.51;0;0;;0;0;5;1.1;360;1011.5;74.5;6.4;222;0.8;2;30;Partially cloudy
surabaya;04/12/2023 08:00;30;36.2;25;74.63;0;0;;0;0;4;3.6;281.8;1011;27.4;5;481;1.7;5;30;Partially cloudy
surabaya;04/12/2023 09:00;30.1;36.3;25.1;74.64;0.1;100;rain;0;0;3.6;7.6;180;1011;30;5;690;2.5;7;30;Rain, Partially cloudy
surabaya;04/12/2023 10:00;31.4;36.9;23.8;64.32;0;0;;0;0;4.7;8.1;156;1010.4;74.5;8.5;789;2.8;8;30;Partially cloudy
surabaya;04/12/2023 11:00;33;37;22;52.52;0.3;100;rain;0;0;5;9.4;200;1009;50;10;855;3.1;9;30;Rain, Partially cloudy
surabaya;04/12/2023 12:00;34;38.3;22;49.66;0.6;100;rain;0;0;4.7;7.6;110;1009;27.4;10;893;3.2;9;30;Rain, Partially cloudy
surabaya;04/12/2023 13:00;33.7;40.2;24;56.9;0;0;;0;0;7.2;7.7;359;1008.6;74;10;814;2.9;8;30;Partially cloudy
surabaya;04/12/2023 14:00;34;38.3;22;49.66;0;0;;0;0;7.2;18.4;50;1007;50;10;674;2.4;7;30;Partially cloudy
surabaya;04/12/2023 15:00;33;38.1;23;55.81;0.1;100;rain;0;0;6.8;16.6;40;1007;50;10;554;2;6;30;Rain, Partially cloudy
surabaya;04/12/2023 16:00;32.3;38.6;24.2;62.19;0;0;;0;0;9.4;11.9;351;1007.6;67.5;10;375;1.3;4;30;Partially cloudy
surabaya;04/12/2023 17:00;32;37.9;24;62.71;1.6;100;rain;0;0;5.8;13;360;1008;27.4;9;143;0.5;1;30;Rain, Partially cloudy
surabaya;04/12/2023 18:00;31;36.5;24;66.38;0.4;100;rain;0;0;5;13;270;1009;27.4;8;14;0.1;0;30;Rain, Partially cloudy
surabaya;04/12/2023 19:00;29.6;35.7;25.1;76.6;0;0;rain;0;0;7.9;6.4;304;1010.1;52.5;8.7;0;0;0;30;Partially cloudy
surabaya;04/12/2023 20:00;29;34.5;25;79.06;0;0;;0;0;8.6;9.4;250;1010;27.4;5;0;0;0;30;Partially cloudy
surabaya;04/12/2023 21:00;28;32.7;25;83.79;0.1;100;rain;0;0;11.2;14.8;240;1011;50;5;0;0;0;30;Rain, Partially cloudy
surabaya;04/12/2023 22:00;28;32.5;24.7;82.2;0;0;;0;0;13.7;1.4;121;1011.5;82;6.4;0;0;0;30;Partially cloudy
surabaya;04/12/2023 23:00;28;32.7;25;83.79;0.2;100;rain;0;0;11.5;1.8;283.4;1010;27.4;5;0;0;0;10;Rain, Partially cloudy
surabaya;05/12/2023 00:00;27;30.6;25;88.84;0.3;100;rain;0;0;8.6;3.6;256.7;1010;27.4;5;0;0;0;10;Rain, Partially cloudy
surabaya;05/12/2023 01:00;26.4;26.4;25.2;93.15;0;0;;0;0;6.8;3.6;260;1009.2;38.2;5;0;0;0;10;Partially cloudy
surabaya;05/12/2023 02:00;26;26;25;94.23;0;0;;0;0;6.8;7.6;270;1009;27.4;3;0;0;0;10;Partially cloudy
surabaya;05/12/2023 03:00;26;26;25;94.23;0;0;;0;0;8.6;3.6;220;1008;27.4;3;0;0;0;10;Partially cloudy
surabaya;05/12/2023 04:00;25.9;25.9;24.9;93.86;0;0;;0;0;10.4;2.4;280;1008.4;38.2;3;0;0;0;10;Partially cloudy
surabaya;05/12/2023 05:00;26;26;25;94.23;0;0;;0;0;10.4;1.8;130.1;1009;27.4;6;0;0;0;30;Partially cloudy
surabaya;05/12/2023 06:00;27;30.1;24;83.68;0;0;;0;0;11.2;11.2;140;1010;27.4;10;54;0.2;1;30;Partially cloudy
surabaya;05/12/2023 07:00;27.4;31.2;24.7;85.14;0;0;;0;0;10.1;1.9;203;1010.7;45.5;8.5;273;1;3;10;Partially cloudy
surabaya;05/12/2023 08:00;30;35.1;24;70.29;0;0;;0;0;9.4;5.4;150;1010;27.4;7;506;1.8;5;10;Partially cloudy
surabaya;05/12/2023 09:00;31;36.5;24;66.38;0;0;;0;0;8.6;7.6;140;1010;27.4;10;670;2.4;7;10;Partially cloudy
surabaya;05/12/2023 10:00;32.9;38.2;23.2;56.9;0;0;;0;0;9.4;11.8;157;1010.2;34.9;10;823;3;8;10;Partially cloudy
surabaya;05/12/2023 11:00;34;40.6;24;56.04;0;0;;0;0;11.5;13;120;1009;27.4;10;895;3.2;9;10;Partially cloudy
surabaya;05/12/2023 12:00;35;41.9;24;53.01;0;0;;0;0;12.6;11.2;87.2;1008;27.4;10;852;3.1;9;10;Partially cloudy
surabaya;05/12/2023 13:00;34.7;41.6;24.1;54.31;0;0;;0;0;11.9;19.2;90;1007.4;34.9;10;735;2.6;7;30;Partially cloudy
surabaya;05/12/2023 14:00;35;41.9;24;53.01;0.1;100;rain;0;0;11.5;18.4;60;1007;50;10;633;2.3;6;30;Rain, Partially cloudy
surabaya;05/12/2023 15:00;32;36.8;23;59.04;0.1;100;rain;0;0;11.9;18.4;40;1006;50;10;529;1.9;5;30;Rain, Partially cloudy
surabaya;05/12/2023 16:00;31.4;38.1;24.8;67.84;0;0;;0;0;10.8;17.2;13;1006.4;59.9;10;384;1.4;4;30;Partially cloudy
surabaya;05/12/2023 17:00;31;39.1;26;74.79;0.3;100;rain;0;0;10.4;11.2;10;1007;27.4;10;169;0.6;2;30;Rain, Partially cloudy
surabaya;05/12/2023 18:00;30;37.4;26;79.2;0.2;100;rain;0;0;11.2;5.4;350;1008;27.4;8;14;0.1;0;30;Rain, Partially cloudy
surabaya;05/12/2023 19:00;30;36.8;25.5;76.47;0;0;rain;0;0;8.3;7.2;337;1009.4;20.4;8;0;0;0;30;Partially cloudy
surabaya;05/12/2023 20:00;29;33.6;24;74.47;0;0;rain;0;0;9;7.6;230;1010;27.4;8;0;0;0;30;Partially cloudy
surabaya;05/12/2023 21:00;28;31.9;24;78.92;0;0;;0;0;9.7;9.4;250;1009;27.4;8;0;0;0;30;Partially cloudy
surabaya;05/12/2023 22:00;28;32.9;25.2;84.45;0;0;;0;0;9.4;7.6;250;1009.1;44.7;8;0;0;0;10;Partially cloudy
surabaya;05/12/2023 23:00;27;30.1;24;83.68;0;0;;0;0;7.6;5.4;250;1009;27.4;8;0;0;0;10;Partially cloudy
surabaya;06/12/2023 00:00;27;30.1;24;83.68;0;0;;0;0;6.1;5.4;250;1009;27.4;8;0;0;0;10;Partially cloudy
surabaya;06/12/2023 01:00;27.1;30.9;25;88.33;0;0;;0;0;5;8.1;273;1009.2;31.6;8;0;0;0;10;Partially cloudy
surabaya;06/12/2023 02:00;27;30.6;25;88.84;0;0;;0;0;4;7.6;240;1008;27.4;8;0;0;0;10;Partially cloudy
surabaya;06/12/2023 03:00;27;30.1;24;83.68;0;0;rain;0;0;2.9;7.6;220;1008;27.4;8;0;0;0;30;Partially cloudy
surabaya;06/12/2023 04:00;26.2;26.2;24.3;89.48;0;0;rain;0;0;2.9;4.8;257;1009.2;31.6;8;0;0;0;30;Partially cloudy
surabaya;06/12/2023 05:00;26;26;25;94.23;0;0;rain;0;0;2.9;9.4;260;1009;27.4;5;0;0;0;30;Partially cloudy
surabaya;06/12/2023 06:00;27;30.6;25;88.84;0;0;;0;0;1.8;5.4;250;1010;27.4;5;42;0.2;0;30;Partially cloudy
surabaya;06/12/2023 07:00;28.7;34.2;25.2;81.38;0;0;;0;0;1.8;3.6;276;1011.2;34.9;5;223;0.8;2;30;Partially cloudy
surabaya;06/12/2023 08:00;31;37.7;25;70.48;0;0;;0;0;2.2;7.6;120;1011;27.4;5;496;1.8;5;30;Partially cloudy
surabaya;06/12/2023 09:00;31;39.1;26;74.79;0;0;;0;0;2.5;5.4;124.2;1011;27.4;10;720;2.6;7;30;Partially cloudy
surabaya;06/12/2023 10:00;33;42.5;26.2;67.31;0;0;;0;0;3.2;11.2;43;1010.4;44.7;10;859;3.1;9;30;Partially cloudy
surabaya;06/12/2023 11:00;34;43.5;26;63.14;0;0;;0;0;4;13;40;1009;27.4;10;904;3.3;9;30;Partially cloudy
surabaya;06/12/2023 12:00;34;42;25;59.5;0;0;;0;0;5.4;7.6;40;1008;27.4;10;823;3;8;30;Partially cloudy
surabaya;06/12/2023 13:00;34.1;41.4;24.4;57.1;0;0;;0;0;5;12.2;319;1008.1;69.4;10.7;802;2.9;8;60;Partially cloudy
surabaya;06/12/2023 14:00;33;39.3;24;59.27;0;0;;0;0;4.7;14.8;40;1007;27.4;10;570;2.1;6;60;Partially cloudy
surabaya;06/12/2023 15:00;34;42;25;59.5;0;0;rain;0;0;4.7;16.6;300;1006;27.4;10;546;2;5;60;Partially cloudy
surabaya;06/12/2023 16:00;33.3;41.7;25.4;63.23;0;0;;0;0;4.7;10.8;312;1006.8;83.4;10.7;351;1.3;4;60;Partially cloudy
surabaya;06/12/2023 17:00;33;39.3;24;59.27;0;0;;0;0;4.3;9.4;270;1007;27.4;10;148;0.5;1;60;Partially cloudy
surabaya;06/12/2023 18:00;30;37.4;26;79.2;0;0;;0;0;6.1;24.1;30;1007;50;8;14;0.1;0;30;Partially cloudy
surabaya;06/12/2023 19:00;30;35.6;24.4;72.12;0;0;;0;0;6.8;5.4;280;1009.2;63.2;7;0;0;0;30;Partially cloudy
surabaya;06/12/2023 20:00;27;30.1;24;83.68;0;0;;0;0;6.5;18.4;150;1010;89;6;0;0;0;30;Partially cloudy
surabaya;06/12/2023 21:00;26;26;24;88.76;0;0;rain;0;0;6.5;3.6;220;1010;50;6;0;0;0;30;Partially cloudy
surabaya;06/12/2023 22:00;26.1;26.1;25.9;98.45;4;100;rain;0;0;5;2.4;290;1010.3;48;7;0;0;0;30;Rain, Partially cloudy
surabaya;06/12/2023 23:00;26;26;26;100;0;0;;0;0;4.3;3.6;290;1010;27.4;6;0;0;0;30;Partially cloudy
